"SamplingSize","SobolSampleID","ntree","minbucket","MeanRowsError","SdRowsError"
130,18,18,2,1.46711063435073,1.02425878364733
130,19,10,7,1.46186035253481,0.904678643400468
130,20,8,3,1.43698343033362,0.987321303671462
130,21,20,6,1.45410094391131,0.933285749577675
130,22,12,4,1.42305558176233,0.944548444580202
130,23,6,9,1.58473666531827,0.846286205257726
130,24,5,1,1.46957298559048,0.985517629747492
130,25,12,7,1.47223020898441,0.900138639444224
130,26,18,4,1.4199709266148,0.943200689379676
130,27,8,8,1.49576422864808,0.854386812539524
130,28,10,4,1.45312644927299,0.967812022341434
130,29,16,10,1.56290730474761,0.833220151343722
130,30,15,3,1.40334555133208,0.970109107367009
130,31,2,7,1.62295745680581,0.960351838950298
130,32,2,3,1.55423588058694,1.06073117543894
130,33,15,10,1.56542294952828,0.832798870626777
130,34,16,2,1.48687056949526,1.04728616551451
130,35,10,6,1.44961539168648,0.938549675398709
130,36,8,1,1.48161503488926,0.980173325939664
130,37,18,8,1.5035880689579,0.869616470750994
130,38,12,5,1.47117828468202,0.943080795190765
130,39,4,9,1.58499921764192,0.867992382588116
130,40,6,3,1.45778085851118,0.979215256434038
130,41,12,6,1.45422161677252,0.949859996863529
130,42,19,4,1.41812093697471,0.942016522629762
130,43,7,9,1.57741359910931,0.855998113784249
130,44,9,5,1.49396854313398,0.959632932502439
130,45,17,8,1.50776301608197,0.867981579133976
130,46,14,2,1.49504546878786,1.03870363448443
130,47,4,7,1.50835777046921,0.926439767239216
130,48,3,2,1.49152509970073,1.0476582242032
130,49,14,7,1.48451747548329,0.897310411164385
130,50,17,5,1.47076918608743,0.949234157452414
130,51,9,8,1.51127479538436,0.860398678309773
130,52,7,4,1.49433600084128,0.964925926705702
130,53,19,9,1.5555657492504,0.856238826639279
130,54,11,3,1.45051270774726,0.975266299085049
130,55,6,6,1.45988354766426,0.922800557345389
130,56,5,5,1.51413578584407,0.960476204105574
130,57,13,8,1.4998276755163,0.869539505311365
130,58,19,1,1.48793093092888,0.980527335609506
130,59,9,7,1.45373775842899,0.910279038798855
130,60,11,2,1.48323364435974,1.04680327166304
130,61,17,6,1.45225879759053,0.936908865527228
130,62,15,4,1.42206388545287,0.956742884805276
130,63,3,10,1.62259419211079,0.868701376157234
130,64,3,5,1.56116239162349,0.96315320465522
130,65,15,9,1.56097844092598,0.865422976548554
130,66,16,1,1.51340346037785,0.994134647265961
130,67,11,7,1.47312577659539,0.905782061780008
130,68,9,2,1.50021522830491,1.06753797896839
130,69,19,6,1.45107530001199,0.934197659580955
130,70,13,3,1.42015257425798,0.975116493172123
130,71,5,10,1.59214434450249,0.872756820379996
130,72,6,2,1.48882996320687,1.0747792175144
130,73,12,7,1.47223020898441,0.900138639444224
130,74,19,5,1.4693515490702,0.95035309739161
130,75,7,8,1.49834264857609,0.871243960429354
130,76,9,4,1.46475244433171,0.971859620870626
130,77,17,9,1.55820932065232,0.85804217449328
130,78,14,3,1.41213130962124,0.977607947655179
130,79,4,6,1.48296276016243,0.983086378717469
130,80,4,3,1.48796192391666,0.960407999713206
130,81,14,6,1.45883537259705,0.940979725139548
130,82,17,4,1.42526410317938,0.951634557029873
130,83,10,9,1.56927734203913,0.862783351327546
130,84,7,5,1.48880853448748,0.969274155874439
130,85,20,8,1.50385678933396,0.868616118297209
130,86,12,2,1.48169142868778,1.02914632111829
130,87,6,7,1.4912697127693,0.933883632380422
130,88,4,4,1.53153137429678,1.02333169300174
130,89,12,10,1.56274302255538,0.83117788841639
130,90,18,3,1.41748781855446,0.956024850294452
130,91,8,6,1.4708177874387,0.92804053440854
130,92,10,1,1.47750952022071,0.975015510743538
130,93,16,7,1.47675938757696,0.888227508641156
130,94,14,5,1.46583491139993,0.947547722196609
130,95,2,9,1.64846017598696,0.841325819334898
130,96,3,1,1.51478150989299,1.08420498974819
130,97,15,8,1.49911583148828,0.864134144325538
130,98,16,5,1.46681105998097,0.951785997539657
130,99,10,9,1.56927734203913,0.862783351327546
130,100,8,3,1.43698343033362,0.987321303671462
