"SamplingSize","SobolSampleID","ntree","minbucket","MeanRowsError","SdRowsError"
18,44,9,5,13.4227247733769,5.07651206666999
18,45,17,7,18.2256756490456,8.64919623508488
18,46,14,2,10.6389438793575,3.92753714062831
18,47,4,6,18.0583129715056,7.5090802691654
18,48,3,2,11.8765451353901,3.62884671389267
18,49,14,6,16.2798765770816,6.64896331352416
18,50,17,5,13.1448176389009,5.61392665419402
18,51,9,7,18.3638410016402,8.47427065606673
18,52,7,4,13.4743276016643,5.10417764993669
18,53,19,8,18.7248543940789,9.25312955497224
18,54,11,3,10.9008464205717,4.21375724831168
18,55,6,5,13.541580226927,5.25434065225549
18,56,5,4,13.9644308287984,5.074406643834
18,57,13,8,18.9126895608137,9.15805527363057
18,58,19,1,10.3698941381972,4.38991744230252
18,59,9,7,18.3638410016402,8.47427065606673
18,60,11,2,10.5969576572943,4.07890823441882
18,61,17,6,16.1419811817004,6.88401359306673
18,62,15,3,10.5800348477201,4.00903470357314
18,63,3,9,19.2020288708459,9.61255627085008
18,64,3,4,13.9546147439148,4.94739032617959
18,65,15,8,18.916885074741,8.93836774225704
18,66,16,1,10.4500364298188,4.4096487248655
18,67,11,7,18.1610647351739,8.53701357891593
18,68,9,2,10.8867656402657,4.08930976408383
18,69,19,6,16.1335445800391,7.07280613937971
18,70,13,3,10.5747015148796,4.19776787530062
18,71,5,9,19.9020775480163,8.84677544908728
18,72,6,2,10.8818861596452,3.96516250926821
18,73,12,6,15.8131686949876,6.63055566391447
18,74,19,5,12.989711325091,5.5954900665162
18,75,7,7,18.7463090029936,8.10970722748091
18,76,9,4,12.7656514007231,5.09838195343288
18,77,17,8,18.8704049888933,9.11337162374517
18,78,14,3,10.4375717936861,4.05653361229894
18,79,4,5,14.2628549805396,5.93662422319463
18,80,4,3,10.6063893383937,3.17369738722447
18,81,14,5,13.2715509318353,5.24391897826901
18,82,17,4,12.1791320212763,5.05792700400929
18,83,10,8,18.6562553088665,8.83043200823994
18,84,7,5,13.4624341763101,5.07018587409317
18,85,20,7,17.9485407569127,8.6752986197161
18,86,12,2,10.4971995021692,4.11748033025391
18,87,6,6,16.9291019894919,6.26837942829203
18,88,4,3,10.6063893383937,3.17369738722447
18,89,12,9,19.5788810085074,8.9052748245455
18,90,18,2,10.5147080720475,3.83012913114773
18,91,8,6,16.2934667007382,6.63521812401822
18,92,10,1,10.9471456412186,4.58910980921192
18,93,16,7,18.2920334000074,8.63638386015515
18,94,14,4,12.1554073119813,4.97925779159953
